dest,WHERE_AFRICA,WHERE_ASIA,WHERE_AUSTRALIA_PACIFIC,INSPIRE_BAR,SETTINGS_BAR_NIGHTCLUB,SETTINGS_BEACH,SETTINGS_BIG_CITY,INSPIRE_BOATING,INSPIRE_BUNGEE_JUMPING,INSPIRE_CAMPING,INSPIRE_CANOEING,WHERE_CENTRAL_AMERICA,WEATHER_COLD,INSPIRE_CROSS_COUNTRY_SKIING,SETTINGS_CROWDED,SETTINGS_CRUISE_SHIP,INSPIRE_DANCING,SETTINGS_DESERT,INSPIRE_DINING,INSPIRE_DOWNHILL_MOUNTAIN_BIKING,INSPIRE_DOWNHILL_SKIING,INSPIRE_DRINKING_ALCOHOL,WEATHER_DRY,WHERE_EUROPE,WEATHER_FOGGY,SETTINGS_FOREST,INSPIRE_GAMBLING_CASINO,SETTINGS_GARDEN,INSPIRE_GOING_TO_CONCERT,INSPIRE_GOING_PLAY,INSPIRE_GOING_TO_BALLET,INSPIRE_GOING_TO_OPERA,SETTINGS_GOLF_COURSE,INSPIRE_GOLFING,INSPIRE_HIKING,SETTINGS_HILLY,SETTINGS_HISTORIC_CITY,SETTINGS_HISTORIC_LANDMARK,INSPIRE_HORSEBACK_RIDING,WEATHER_HUMID,SETTINGS_HUT_CABANA,SETTINGS_ISLANDS,SETTINGS_JUNGLE,INSPIRE_KITE_SURFING,SETTINGS_LAKE,SETTINGS_LODGE_CABIN,SETTINGS_LUSH,SETTINGS_LUXURY_HOTEL_RESORT,WHERE_MEDITERRANEAN_SEA,WHERE_MIDDLE_EAST,WEATHER_MODERATE,SETTINGS_MODERN_CITY,SETTINGS_MONUMENT_STATUE,SETTINGS_MOUNTAIN,SETTINGS_MUSEUM,INSPIRE_NIGHT_CLUB,WHERE_NORTH_AMERICA,SETTINGS_OCEAN_SEA,WEATHER_OVERCAST,SETTINGS_PARK,SETTINGS_PLACE_OF_WORSHIP,SETTINGS_POOL,INSPIRE_POOL_PARTY,WEATHER_RAINY,INSPIRE_RELAXING,SETTINGS_RESTAURANT,SETTINGS_RIVER,INSPIRE_ROAD_TRAIL_BIKING,INSPIRE_ROCK_CLIMBING,SETTINGS_ROCKY,SETTINGS_RUINS,INSPIRE_SCUBA_DIVING,INSPIRE_SEA_KAYAKING,SETTINGS_SECLUDED,INSPIRE_SHOPPING,INSPIRE_SIGHTSEEING,SETTINGS_SKI_RESORT,INSPIRE_SKY_DIVING,SETTINGS_SMALL_HOTEL,SETTINGS_SMALL_TOWN_VILLAGE,INSPIRE_SNORKELING,INSPIRE_SNOWBOARDING,INSPIRE_SNOWSHOEING,WEATHER_SNOWY,WHERE_SOUTH_AMERICA,SETTINGS_SPA,WEATHER_SUNNY,INSPIRE_SURFING,INSPIRE_SWIMMING,SETTINGS_TENT,SETTINGS_THEME_PARK,WEATHER_TROPICAL,SETTINGS_VINEYARDS,INSPIRE_VISIT_SPA,INSPIRE_VISIT_THEME_PARK,INSPIRE_WATCHING_MOVIE,SETTINGS_WATER_PARK,SETTINGS_WATERFALL,INSPIRE_WHITE_WATER_KAYKING,INSPIRE_WHITE_WATER_RAFTING,INSPIRE_WINDSURFING,WEATHER_WINDY,INSPIRE_ZIP_LINING,SETTINGS_ZOO_AQUARIUM,Hotels,Reviews
"Sheridan, WY, United States of America",0,0,0,0.02086689,0.0179519,0.01570592,0.00602113,0.0050654,0,0.00285128,0.00089202,0,0.12849865,0.00089202,0.13448793,0.00218226,0.00912728,0.00100352,0.13856574,0.00380701,0.00089202,0.0199908,0.00100352,0,0,0.00092388,0.00895206,0.00793261,0.08482154,0.08482154,0.08482154,0.08482154,0.00516097,0.00535212,0.0056707,0.00148139,0.051323,0.051323,0.00135396,0.00966886,0.00301057,0.00562291,0.00093981,0,0.00438046,0.00498575,0.00093981,0.24270906,0,0,0,0.25693359,0.00379109,0.18549236,0.0080919,0.0140971,0.75,0.01204227,0.00466718,0.00246898,0.00461939,0.64907192,0.00179997,0.00740695,0.149915095,0.13856574,0.00966886,0.00380701,0,0.00095574,0.00073273,0.00162475,0.00119467,0.00452382,0.17722524,0.00692112,0.00124246,0,0.01275907,0.00309021,0.00162475,0.00089202,0.00089202,0.00127431,0,0.08410473,0.00758217,0.00176811,0.34533914,0.00285128,0.00449196,0.00154511,0.00093981,0.08410473,0.00449196,0.01664573,0.00307428,0.23251455,0.00119467,0.00119467,0,0.00463532,0.00047787,0.00452382,12,490
"Soufriere, N/A, St. Lucia",0,0,0,0.05283655,0.05241691,0.11868203,0.00173103,0.10178091,0,0.04491229,0.13172943,0.75,0.00161213,0.00039516,0.05742814,0.02364339,0.05966974,0.00030074,0.27414228,0.0432512,0.00039516,0.08848872,0.00030074,0,0,0.10974014,0.00271719,0.08366982,0.00374182,0.00374182,0.00374182,0.00374182,0.0315047,0.03357843,0.29406133,0.00045461,0.03169703,0.03169703,0.0004721,0.16347892,0.13609372,0.15750251,0.23646883,0.00679472,0.00133586,0.08140025,0.23646883,0.16643391,0,0,0,0.02789927,0.00125194,0.14870399,0.00244092,0.0514902,0,0.12682311,0.00153869,0.00073787,0.0014093,0.16402096,0.00039516,0.16692349,0.12047251,0.27414228,0.0029445,0.0432512,0,0.0065814,0.00022031,0.14907817,0.13178538,0.22868445,0.05130485,0.04076482,0.00027277,0,0.08715985,0.01068341,0.14907817,0.00039516,0.00039516,0.00055952,0,0.14396203,0.03159562,0.00055603,0.16758443,0.04491229,0.00131138,0.08831737,0.00031124,0.14396203,0.00131488,0.00507069,0.00098616,0.22147708,0.13178538,0.13178538,0.00679472,0.00135685,0.07437473,0.00136734,11,355
"West Des Moines, IA, United States of America",0,0,0,0.06478604,0.00367855,0.00326211,0.00115017,0.00109067,0,0.00064449,0.00018839,0,0.03056862,0,0.27461188,0.0004561,0.04480687,0.00015864,0.15220851,0.00073373,0,0.09839863,0.00023797,0,0,0.00022805,0.00185415,0.02394525,0.11371764,0.11371764,0.11371764,0.11371764,0.01686579,0.01801595,0.00117991,0.00030737,0.00200287,0.00200287,0.00033712,0.12813436,0.00053542,0.00115017,0.00014873,0,0.0117297,0.00105101,0.00014873,0.11424314,0,0,0,0.20684137,0.0007833,0.00094195,0.00167567,0.00292499,0.75,0.00247881,0.16937176,0.00055525,0.0194834,0.46050239,0,0.07995632,0.105428515,0.15220851,0.00200287,0.00073373,0,0.0001983,0.00016856,0.00038669,0.00018839,0.00094195,0.47836962,0.001487285,0.0002578,0,0.0027366,0.00064449,0.00038669,0,0,0,0,0.07716023,0.00153686,0.00031729,0.25277857,0.00064449,0.00093203,0.00028754,0.0001983,0.07716023,0.00093203,0.30387169,0.000585,0.2169648,0.00018839,0.00018839,0,0.00096178,0,0.00094195,15,1300
"Hendersonville, NC, United States of America",0,0,0,0.07659119,0.00744165,0.04194846,0.00248055,0.06220061,0,0.06702578,0.00032281,0,0.07268347,0,0.35628154,0.0008495,0.11237225,0.00040776,0.13563164,0.04137079,0,0.0762344,0.00040776,0,0,0.17120883,0.00365286,0.00322811,0.00502906,0.00502906,0.00502906,0.00502906,0.00214075,0.00212376,0.22311346,0.00062863,0.11950808,0.11950808,0.00057766,0.00368684,0.0013762,0.03129569,0.0005097,0,0.08625853,0.00202182,0.0005097,0.38509668,0,0,0,0.10588205,0.00134222,0.2861126,0.00322811,0.00569167,0.75,0.00491013,0.00249754,0.00095144,0.00193687,0.34877193,0,0.00283734,0.04391081,0.13563164,0.00385674,0.04137079,0,0.0003398,0.00028883,0.00066261,0.00062863,0.00186891,0.38822285,0.00280336,0.11665375,0,0.15070183,0.00127425,0.00066261,0,0,0,0,0.10537235,0.00302423,0.00081552,0.12416335,0.06702578,0.00159707,0.00066261,0.0003398,0.10537235,0.00159707,0.17241512,0.00125726,0.21694607,0.00062863,0.00062863,0,0.00164804,0,0.00181794,12,929
"Monterey, CA, United States of America",0,0,0,0.06364713,0.04176442,0.08676902,0.00427741,0.01438348,0.01620092,0.01281387,0.00619582,0,0.06240797,0.01606324,0.21421015,0.00262519,0.07568079,0.00402958,0.1773106,0.07110048,0.01606324,0.16200922,0.00402958,0,0,0.00863743,0.00083529,0.04908007,0.05880063,0.05880063,0.05880063,0.05880063,0.09979401,0.10278636,0.05384397,0.01031719,0.05027334,0.05027334,0.00682917,0.0003947,0.01829373,0.00172565,0,0,0.0031025,0.03643142,0,0.18337791,0,0,0,0.12593578,0,0.00114737,0.01505355,0.03619277,0.75,0.19606328,0.02086385,0.01045487,0.00636104,0.21421933,0,0.07197248,0.086580845,0.1773106,0.0002203,0.07110048,0.01620092,0.00146864,0.00163386,0.01302499,0.00618664,0.02533402,0.28341975,0.046900065,0,0.01620092,0.13468336,0.00163386,0.01302499,0.01606324,0.01606324,0,0,0.23769001,0.04451811,0.04488527,0.11165327,0.01281387,0,0,0.00462621,0.23769001,0,0.16803982,0,0.00394697,0.00618664,0.00618664,0,0.04968589,0,0.58488541,60,18681
"Koh Phangan, Surat Thani, Thailand",0,0.75,0,0.17492502,0.02462279,0.18121476,0.00805386,0.20104097,0.00068028,0.08817738,0.00129715,0,0.00722369,0.00162576,0.13388895,0.00291138,0.10510952,0.00130868,0.20849526,0.02219568,0.00162576,0.19317736,0.0013548,0,0,0.00140669,0.0122451,0.04457584,0.0169206,0.0169206,0.0169206,0.0169206,0.04482951,0.04759676,0.24410059,0.00204085,0.01322517,0.01322517,0.00204662,0.09375225,0.00403558,0.187222,0.16413273,0.00027673,0.00598419,0.00678554,0.16413273,0.20829925,0,0,0.00061687,0.11552707,0.00526931,0.00630127,0.01098254,0.01924971,0,0.13837998,0.00634162,0.00340718,0.00626091,0.37267988,0.06427523,0.05355789,0.12693623,0.20849526,0.01324823,0.02219568,0.00068028,0.03811315,0.00106078,0.00235217,0.00162,0.24106238,0.11286359,0.00958738,0.00134904,0.00068028,0.08777383,0.0881255,0.00235217,0.00162576,0.00162576,0.00230028,0,0.20747484,0.09279524,0.00247323,0.17638359,0.08817738,0.00612831,0.0201433,0.00136633,0.20747484,0.00595536,0.02293361,0.00435842,0.21138935,0.00162,0.00162,0.00027673,0.1078883,0.00069758,0.00621479,33,368
"Jaco, Puntarenas, Costa Rica",0,0,0,0.19407182,0.16464907,0.1967602,0.00434786,0.00386108,0,0.04158129,0.00072464,0.75,0.00390533,0.00093485,0.21778594,0.00158205,0.11975433,0.00073571,0.3196399,0.02383581,0.00093485,0.08882144,0.00073571,0,0,0.02931766,0.04048602,0.05892296,0.00925442,0.00925442,0.00925442,0.00925442,0.00383342,0.00393299,0.00420404,0.0011008,0.00721878,0.00721878,0.04824691,0.00719666,0.05989099,0.00414873,0.05047615,0.00013276,0.00325813,0.00370619,0.05047615,0.13727854,0,0,0,0.04819159,0.00285432,0.00345174,0.00596863,0.05860212,0,0.0992541,0.00365088,0.01975899,0.00343514,0.34918988,0.00186969,0.22817434,0.10029128,0.3196399,0.00720772,0.02383581,0.00065273,0.00071911,0.00056976,0.00125568,0.00093485,0.02914064,0.20454321,0.00522186,0.00071911,0.00065273,0.32144321,0.00226244,0.00125568,0.00093485,0.00093485,0.00132206,0,0.0576009,0.08331746,0.27587915,0.16462694,0.04158129,0.00328579,0.03516459,0.00070805,0.0576009,0.00329132,0.01249596,0.0023786,0.20609759,0.00093485,0.00093485,0.00013276,0.0033577,0.10808258,0.00340749,32,617
"Ithaca, NY, United States of America",0,0,0,0.02805008,0.02740736,0.00200467,0.00088756,0.00074984,0,0.03080459,0,0,0.06436369,0,0.33603479,0.00026015,0.00134665,0.00012242,0.24098892,0.01603736,0,0.21697879,0.00012242,0,0,0.00018363,0.00111711,0.01380315,0.10029473,0.10029473,0.10029473,0.10029473,0.00068863,0.00058151,0.13481791,0.02281652,0.01187499,0.01187499,0.00026015,0.00133135,0.00041318,0.00076514,0.00022954,0,0.07288737,0.04349064,0.00022954,0.49607175,0,0,0,0.12413654,0.00061211,0.01415512,0.00096408,0.027086,0.75,0.00154559,0,0.02647389,0.00062742,0.27886342,0,0.03496696,0.0817171,0.24098892,0.00123953,0.01603736,0,0.00007651,0.00009182,0.00024485,0,0.02027625,0.40471387,0.00091817,0,0,0.05285597,0.00041318,0.00024485,0,0,0,0,0.09923884,0.00090287,0.00024485,0.15631838,0.03080459,0.00047439,0.00015303,0.75,0.09923884,0.00047439,0.14445869,0.00045909,0.20280837,0,0,0,0.00036727,0,0.02247985,16,2351
"Takua Pa, Phang Nga, Thailand",0,0.75,0,0.21568376,0.18442175,0.16270437,0.00768497,0.07686146,0.00069223,0.00371343,0.00120848,0,0.0070162,0.00165432,0.0875207,0.0028452,0.01228422,0.00128474,0.22821437,0.05746131,0.00165432,0.14119818,0.00128474,0,0,0.001361,0.01192637,0.09604456,0.01648456,0.01648456,0.01648456,0.01648456,0.00681088,0.00704554,0.00752071,0.00196524,0.012865,0.012865,0.00198284,0.01271834,0.00394808,0.05516755,0.0079079,0.13638774,0.00736819,0.00661142,0.0079079,0.13289724,0,0,0.0006277,0.03975654,0.00536188,0.00615385,0.01067683,0.17960545,0,0.10336582,0.00645303,0.00775537,0.00613038,0.35039957,0.00263988,0.21080878,0.152224065,0.22821437,0.07168731,0.05746131,0.00069223,0.00126127,0.00100902,0.03513969,0.02164699,0.20615674,0.19931652,0.009230765,0.00137274,0.00069223,0.03485223,0.0568336,0.03513969,0.00165432,0.00165432,0.00234069,0,0.24739747,0.18599395,0.01947055,0.25752873,0.00371343,0.00587226,0.00204737,0.00133167,0.24739747,0.0056904,0.07120626,0.00426487,0.20264277,0.02164699,0.02164699,0.13638774,0.07988266,0.00070983,0.00604825,24,229
"Altamonte Springs, FL, United States of America",0,0,0,0.06052368,0.06765007,0.0237265,0.00048973,0.00020265,0,0,0,0,0.0221391,0,0.2259168,0.00531946,0.09009315,0,0.0568085,0.05383635,0,0.17397181,0,0,0,0,0.00038841,0.04338319,0.07742776,0.07742776,0.07742776,0.07742776,0.00015199,0.00016887,0.00040529,0.00010132,0.00037152,0.00037152,0,0.00072615,0,0.00018576,0,0,0.06623155,0.00021953,0,0.27340357,0,0,0,0.06148625,0,0.00025331,0.00035463,0.04846623,0.75,0.0243851,0,0,0.01484384,0.4850338,0,0.05427542,0.071204825,0.0568085,0.01202368,0.05383635,0,0,0,0.0001351,0,0.03436543,0.48415567,0.022265755,0,0,0.039668,0.00008444,0.0001351,0,0,0,0,0.08776271,0.04015773,0.02252751,0.13460777,0,0.25406774,0.0141008,0,0.08776271,0.25423661,0.27102247,0.00025331,0.20200454,0,0,0,0,0,0.00020265,11,3356
"Council Bluffs, IA, United States of America",0,0,0,0.01344194,0.00150447,0.00130791,0.02420003,0.02813886,0,0.00024193,0,0,0.06425368,0,0.16109159,0.000189,0.00083162,0.00006048,0.12311698,0.02556085,0,0.0713073,0.00006048,0,0,0.00009072,0.36873101,0.02413199,0.21943324,0.21943324,0.21943324,0.21943324,0.02803302,0.02993818,0.00035533,0.00009072,0.03132925,0.03132925,0.00012852,0.03901035,0.00020412,0.00046117,0.0001134,0,0.00036289,0.01211891,0.0001134,0.11278982,0,0,0,0.11041593,0.00030241,0.00038557,0.04576156,0.00121718,0.75,0.00102062,0.00055189,0.00021168,0.00914778,0.35159216,0,0.01629212,0.03943372,0.12311698,0.08332793,0.02556085,0,0.0000756,0.00004536,0.00012096,0.00014364,0.01323782,0.15600362,0.00056701,0,0,0.0010433,0.0113629,0.00012096,0,0,0,0,0.08321453,0.01078833,0.00012096,0.18846688,0.00024193,0.00023437,0.00014364,0.0000756,0.08321453,0.00023437,0.4055338,0.0002268,0.00020412,0.00014364,0.00014364,0,0.00037045,0,0.44097576,20,2567
"Lihue, HI, United States of America",0,0,0,0.07106088,0.06200331,0.23092094,0.0001301,0.03614504,0,0.03532856,0.08062539,0,0.02009803,0,0.12323948,0.01745119,0.07120892,0.00003589,0.14358873,0.01026435,0,0.03614953,0.00003589,0,0,0,0.00020636,0.10049462,0.01674237,0.01674237,0.01674237,0.01674237,0.0589886,0.06299924,0.13103644,0.00602044,0.02699326,0.02699326,0,0.14532488,0.03975192,0.3819567,0.0093716,0.01474603,0.00010767,0.00432467,0.0093716,0.14049328,0,0,0,0.04071645,0,0.09875847,0.00018842,0.05053667,0.75,0.21241999,0.09241952,0.03867076,0.00659018,0.44861665,0,0.11227978,0.11721456,0.14358873,0.0246156,0.01026435,0,0.01077577,0.00002692,0.08624655,0.08848066,0.11413705,0.16086496,0.036028405,0,0,0.08776288,0.00746947,0.08624655,0,0,0,0,0.08371635,0.0769557,0.12380025,0.35168854,0.03532856,0.00013907,0.04584862,0,0.08371635,0.00013907,0.04461941,0.00006729,0.19404016,0.08848066,0.08848066,0.01474603,0.07741778,0.04300888,0.00010767,10,2069
"St. George's, N/A, Grenada",0,0,0,0.25229183,0.07912128,0.32538742,0.00228916,0.06977692,0,0.00118092,0.00033913,0.75,0.03899441,0.00033913,0.16416531,0.01696278,0.1234934,0.00038153,0.28974196,0.00150188,0.00033913,0.10906201,0.00038153,0,0,0.00042392,0.00362147,0.16142801,0.00503251,0.00503251,0.00503251,0.00503251,0.00207114,0.00215593,0.00230127,0.01587271,0.00391821,0.00391821,0.00061165,0.00393638,0.01826481,0.22996951,0.00044814,0,0.03103686,0.01630268,0.00044814,0.10981295,0,0,0,0.08907125,0.00168356,0.02693091,0.00327023,0.04328809,0,0.17330983,0.0017744,0.00102346,0.00187735,0.35698748,0.00068433,0.04039334,0.167853395,0.28974196,0.02470231,0.00150188,0,0.00039364,0.00031491,0.10308477,0.0004542,0.10364192,0.17357629,0.03938199,0.00031491,0,0.10592502,0.00982279,0.10308477,0.00033913,0.00033913,0.00048448,0,0.05863393,0.15960516,0.00076911,0.24802842,0.00118092,0.00170778,0.06477469,0.00041786,0.05863393,0.00170778,0.0067403,0.00125964,0.18818935,0.0004542,0.0004542,0,0.00191369,0.00018168,0.07978744,19,670
"Tamarindo, Guanacaste, Costa Rica",0,0,0,0.23168989,0.12828433,0.22589216,0.00147264,0.04892628,0,0.00068358,0.03487501,0.75,0.02425427,0.0002363,0.24377905,0.00054011,0.16074573,0.00453185,0.26282633,0.01380232,0.0002363,0.10982357,0.00453185,0,0,0.00662056,0.01231702,0.08946399,0.00316892,0.00316892,0.00316892,0.00316892,0.04295133,0.04582909,0.04048286,0.00450654,0.00246847,0.00246847,0.05941199,0.09808042,0.00079751,0.01626656,0.04793889,0,0.00112241,0.01690794,0.04793889,0.12214481,0,0,0,0.07239149,0.00100427,0.01145622,0.00205495,0.00362042,0,0.17351846,0.00123634,0.02367619,0.01566738,0.29324966,0.00047682,0.09181009,0.09743271,0.26282633,0.0496183,0.01380232,0,0.0178025,0.0001941,0.0004304,0.03493408,0.10735511,0.19305522,0.017007105,0.00021942,0,0.16334922,0.00984433,0.0004304,0.0002363,0.0002363,0.00033757,0,0.05735283,0.09696223,0.42196017,0.25674588,0.00068358,0.00118993,0.10513138,0.00024896,0.05735283,0.0010549,0.05150024,0.00081438,0.18477636,0.03493408,0.03493408,0,0.00112663,0.0510825,0.00115195,21,865
"Atlanta, GA, United States of America",0,0,0,0.17081933,0.16052096,0.00248274,0.15779329,0.00395235,0,0.01156757,0.00188154,0,0.02389222,0,0.23332208,0.00115787,0.07535066,0.00593409,0.21206848,0.0106435,0,0.13228673,0.00593409,0,0,0,0.00122467,0.0471721,0.24979947,0.24979947,0.24979947,0.24979947,0.00390781,0.00417502,0.02564016,0.02205521,0.03787573,0.03787573,0.00263861,0.05455352,0.00749276,0.00024493,0,0,0.00167001,0.00202627,0,0.18269864,0,0,0.01073257,0.17518361,0.00398575,0.02140948,0.12241143,0.12511684,0.75,0.00401915,0.00816076,0.00281674,0.01416165,0.21373848,0.03009351,0.05916274,0.061022015,0.21206848,0.00630149,0.0106435,0,0.00005567,0.00268314,0.00079047,0.00188154,0.02388108,0.27862378,0.032364715,0,0,0.07936981,0.00371855,0.00079047,0,0,0.00799376,0,0.07251165,0.03414605,0.00459808,0.09665994,0.01156757,0.00278334,0.0009686,0,0.07251165,0.00278334,0.16779105,0.00148074,0.01107771,0.00188154,0.00188154,0,0.05188152,0,0.43649499,132,33797
"Lynnwood, WA, United States of America",0,0,0,0.02137709,0.00072129,0.00058604,0.00026147,0.00021639,0,0.00014426,0,0,0.03857072,0,0.34536937,0.00007213,0.00039671,0.00007213,0.21072346,0.0120094,0,0.1163433,0.00007213,0,0,0,0.0065096,0.0367044,0.03580279,0.03580279,0.03580279,0.03580279,0.00024343,0.00026147,0.03211522,0.0000541,0.00035163,0.00035163,0,0.00038769,0,0.00765464,0.0200337,0,0.00017131,0.00841199,0.0200337,0.14068667,0,0,0,0.05974946,0,0.00019835,0.00028851,0.00048687,0.75,0.00047785,0.20424993,0.01901488,0.00018934,0.35466493,0,0.00033359,0.0779574,0.21072346,0.00036064,0.0120094,0,0.00004508,0.0000541,0.00007213,0,0.00014426,0.63664235,0.00027048,0,0,0.00049588,0.0072399,0.00007213,0,0,0.1043339,0,0.1096083,0.02818422,0.02089924,0.21647571,0.00014426,0.0002795,0.00009016,0,0.1096083,0.0002795,0.16263177,0.00013524,0.17644438,0,0,0,0.00021639,0,0.07852091,10,1923
"Cleveland, TN, United States of America",0,0,0,0.01344906,0.10640232,0.01012845,0.00380858,0.00335632,0,0.00173767,0.0006665,0,0.00342773,0.0006665,0.1565447,0.00138061,0.08895424,0.0006546,0.19458294,0.00240417,0.0006665,0.08690713,0.0006546,0,0,0.00069031,0.00576048,0.00515349,0.00798613,0.00798613,0.00798613,0.00798613,0.00332061,0.00342773,0.00367766,0.00096405,0.00622465,0.00622465,0.07081586,0.00618895,0.0019281,0.00360625,0.00070221,0,0.00282073,0.00320159,0.00070221,0.17044604,0,0,0,0.03778829,0.00283263,0.09790441,0.00516539,0.10454563,0.75,0.02720757,0.0026184,0.00167816,0.13037259,0.34157047,0.00134491,0.09198921,0.037978725,0.19458294,0.12983701,0.00240417,0,0.00059509,0.00047607,0.00111877,0.40393604,0.03924032,0.27797902,0.070262425,0.0006189,0,0.00822416,0.00198761,0.00111877,0.0006665,0.0006665,0.00095215,0,0.05109453,0.06437697,0.00113067,0.06611464,0.00173767,0.00297546,0.00103546,0.00070221,0.05109453,0.0026065,0.01083066,0.00211853,0.17596848,0.40393604,0.40393604,0,0.00289214,0.13252682,0.00296355,16,705
"Lancaster, England, United Kingdom",0,0,0,0.0106154,0.11821384,0.00801946,0.00297749,0.00267088,0,0.10531593,0.00051101,0,0.00265044,0.00038156,0.24888272,0.00110378,0.0048035,0.00048376,0.35038991,0.07525486,0.00038156,0.05929088,0.00048376,0.75,0,0.00047694,0.00457866,0.01653631,0.00635698,0.00635698,0.00635698,0.00635698,0.00263682,0.00268451,0.00290936,0.00076311,0.0849777,0.0849777,0.00080399,0.00502153,0.0014649,0.00285485,0.0005042,0,0.06493244,0.00251417,0.0005042,0.17092291,0,0,0,0.08255891,0.00189415,0.00235065,0.00410853,0.11704192,0,0.0061662,0.00250055,0.00124687,0.0023234,0.2730365,0.00076992,0.00379511,0.120244255,0.35038991,0.11314461,0.07525486,0,0.00047694,0.00038837,0.00085169,0.00064047,0.00225526,0.06942253,0.00357367,0.00053145,0,0.00639786,0.00447646,0.00085169,0.00038156,0.00038156,0.00054508,0,0.33718539,0.0038905,0.00086531,0.33771003,0.10531593,0.00234384,0.00079036,0.00047013,0.33718539,0.00234384,0.22489246,0.00161479,0.17345071,0.00064047,0.00064047,0,0.00231658,0.0002044,0.00226208,13,1850
"Rock Springs, WY, United States of America",0,0,0,0.01572623,0.01347167,0.01181555,0.00445344,0.0039246,0,0.00203188,0.00077935,0,0.0040081,0.00077935,0.20554038,0.00161437,0.00705593,0.00076544,0.23838453,0.00281124,0.00077935,0.01496079,0.00076544,0,0,0.00080719,0.00673584,0.00602607,0.08487987,0.08487987,0.08487987,0.08487987,0.00388285,0.0040081,0.00430036,0.00112728,0.0072786,0.0072786,0.00118295,0.00723685,0.00225456,0.00421686,0.0008211,0,0.00329833,0.04836162,0.0008211,0.21817703,0,0,0,0.15368559,0.00276949,0.05044918,0.00603998,0.0106326,0.75,0.00911564,0.47036724,0.00176746,0.00345142,0.56761933,0.00157262,0.00569206,0.103389495,0.23838453,0.00732035,0.00281124,0,0.0193864,0.00055668,0.0013082,0.00104378,0.00329833,0.03523788,0.00521192,0.00072369,0,0.00961666,0.00232414,0.0013082,0.00077935,0.00077935,0.00111336,0,0.17961298,0.07395501,0.00132212,0.22201812,0.00203188,0.00347925,0.00121078,0.00068193,0.17961298,0.00304783,0.01266448,0.00247723,0.17321116,0.00104378,0.00104378,0,0.00338183,0.00041751,0.00346534,12,547
"Hualien, N/A, Taiwan-Republic of China",0,0.75,0,0.06155949,0.05319247,0.04633052,0.01728854,0.01527848,0.00116841,0.00819869,0.00278241,0,0.01554583,0.00335671,0.10803854,0.00627774,0.02728936,0.00287152,0.08068977,0.01928871,0.00335671,0.05882659,0.00287152,0,0,0.00299034,0.02646751,0.02356628,0.03649803,0.03649803,0.03649803,0.03649803,0.07066914,0.07489721,0.43548115,0.0044261,0.02856669,0.02856669,0.00451522,0.02833895,0.00853535,0.0164964,0.00307946,0.00047529,0.01296146,0.01469427,0.00307946,0.0704117,0,0,0.00105949,0.25177306,0.01180295,0.01366448,0.02368511,0.04155785,0,0.04813265,0.01379321,0.00737684,0.01362488,0.20345228,0.00669362,0.35085047,0.036334655,0.08068977,0.02868551,0.01928871,0.00232692,0.00282201,0.00227741,0.00504992,0.00352504,0.01296146,0.64268621,0.089314235,0.00283192,0.00232692,0.03721096,0.00902054,0.00504992,0.00335671,0.00335671,0.00474296,0,0.05652937,0.02248699,0.0055054,0.06592618,0.00819869,0.01301097,0.00461424,0.00293093,0.05652937,0.01270401,0.04940998,0.00939681,0.1722121,0.00352504,0.00352504,0.00047529,0.01345655,0.00150507,0.01337733,12,91
"Ogunquit, ME, United States of America",0,0,0,0.00654424,0.04205917,0.19261869,0.00182987,0.0738864,0,0.00090795,0.28363746,0,0.00160638,0.00039112,0.21828581,0.0006635,0.02617698,0.00032826,0.15689424,0.03073769,0.00039112,0.00625789,0.00032826,0,0,0.00032128,0.00280767,0.00248639,0.0629351,0.0629351,0.0629351,0.0629351,0.00163432,0.00167622,0.00182289,0.00047493,0.01696475,0.01696475,0.00047493,0.00303117,0.00094287,0.00173209,0.00030731,0,0.00138288,0.04066232,0.00030731,0.13022836,0,0,0,0.08429992,0.0011105,0.00143177,0.00251433,0.00440008,0.75,0.17133767,0.00153654,0.00078922,0.00144574,0.28777213,0.00078922,0.00233274,0.090973375,0.15689424,0.42351107,0.03073769,0,0.01387771,0.00023747,0.00054477,0.28360952,0.00143177,0.246586,0.002196545,0.00036318,0,0.00405087,0.07751821,0.00054477,0.00039112,0.00039112,0.00055874,0,0.15776727,0.08161797,0.00055176,0.0919826,0.00090795,0.00131304,0.00047493,0.00027239,0.15776727,0.00131304,0.08735902,0.00092891,0.16709823,0.28360952,0.28360952,0,0.00135495,0.00020953,0.00140384,14,702
